"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-119.38","49.96","KELOWNA","1123939","2017-12-01 00:00","2017","12","01","00:00","2.7","","0.3","","84","","0.0","","18","","5","","16.1","","96.64","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-12-01 01:00","2017","12","01","01:00","1.2","","-0.4","","89","","0.0","","","","0","","16.1","","96.66","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-12-01 02:00","2017","12","01","02:00","2.8","","0.2","","83","","0.0","","15","","11","","16.1","","96.66","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-12-01 03:00","2017","12","01","03:00","1.9","","-0.1","","86","","0.0","","","M","4","","16.1","","96.61","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-12-01 04:00","2017","12","01","04:00","0.8","","-0.6","","91","","0.0","","","M","4","","16.1","","96.61","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-12-01 05:00","2017","12","01","05:00","0.5","","-0.8","","91","","0.0","","","M","4","","16.1","","96.58","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-12-01 06:00","2017","12","01","06:00","0.4","","-1.1","","90","","0.0","","18","","5","","16.1","","96.54","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-12-01 07:00","2017","12","01","07:00","0.2","","-1.1","","91","","0.0","","","M","4","","16.1","","96.54","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-12-01 08:00","2017","12","01","08:00","0.3","","-0.9","","92","","0.0","","","M","4","","16.1","","96.51","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-12-01 09:00","2017","12","01","09:00","2.1","","-0.2","","85","","0.0","","20","","5","","16.1","","96.48","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-12-01 10:00","2017","12","01","10:00","3.7","","0.0","","77","","0.0","","12","","5","","16.1","","96.49","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-12-01 11:00","2017","12","01","11:00","4.1","","-0.1","","74","","0.0","","18","","11","","16.1","","96.47","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-12-01 12:00","2017","12","01","12:00","4.6","","-0.2","","71","","0.0","","20","","11","","16.1","","96.41","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-12-01 13:00","2017","12","01","13:00","4.4","","-0.9","","69","","0.0","","20","","9","","16.1","","96.38","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-12-01 14:00","2017","12","01","14:00","4.1","","-0.8","","70","","0.0","","20","","15","","16.1","","96.35","","","","","","NA"
