"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 00:00","2013","02","01","00:00","-0.1","","-1.0","","93","","","","","M","4","","16.1","","97.19","","","","-1","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 01:00","2013","02","01","01:00","0.7","","-0.3","","93","","","","","","0","","16.1","","97.25","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 02:00","2013","02","01","02:00","-0.8","","-1.5","","95","","","","","M","4","","16.1","","97.28","","","","-2","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 03:00","2013","02","01","03:00","-0.6","","-1.5","","94","","","","26","","8","","16.1","","97.26","","","","-3","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 04:00","2013","02","01","04:00","-2.2","","-2.5","","98","","","","11","","5","","4.8","","97.33","","","","-4","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 05:00","2013","02","01","05:00","-1.7","","-2.1","","97","","","","","M","4","","14.5","","97.37","","","","-3","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 06:00","2013","02","01","06:00","-1.4","","-1.9","","97","","","","","M","4","","12.9","","97.42","","","","-3","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 07:00","2013","02","01","07:00","-0.4","","-1.4","","93","","","","15","","4","","16.1","","97.42","","","","-2","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 08:00","2013","02","01","08:00","-2.3","","-3.0","","95","","","","17","","5","","16.1","","97.48","","","","-4","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 09:00","2013","02","01","09:00","-0.2","","-0.9","","95","","","","19","","5","","16.1","","97.54","","","","-2","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 10:00","2013","02","01","10:00","0.2","","-1.1","","91","","","","17","","5","","16.1","","97.57","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 11:00","2013","02","01","11:00","1.2","","-1.0","","85","","","","20","","9","","16.1","","97.63","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 12:00","2013","02","01","12:00","3.0","","-0.6","","77","","","","19","","8","","16.1","","97.63","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 13:00","2013","02","01","13:00","3.9","","-0.5","","73","","","","15","","5","","16.1","","97.60","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 14:00","2013","02","01","14:00","5.2","","-0.6","","66","","","","18","","4","","16.1","","97.60","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 15:00","2013","02","01","15:00","4.5","","-0.7","","69","","","","","","0","","16.1","","97.60","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 16:00","2013","02","01","16:00","3.8","","-0.2","","75","","","","18","","8","","16.1","","97.64","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 17:00","2013","02","01","17:00","2.0","","-0.4","","84","","","","","","0","","16.1","","97.67","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 18:00","2013","02","01","18:00","1.0","","-0.6","","89","","","","4","","5","","16.1","","97.70","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 19:00","2013","02","01","19:00","0.5","","-0.8","","91","","","","7","","5","","16.1","","97.74","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 20:00","2013","02","01","20:00","-0.5","","-1.7","","92","","","","","M","4","","16.1","","97.75","","","","-2","","NA"
"-119.38","49.96","KELOWNA","1123939","2013-02-01 21:00","2013","02","01","21:00","0.0","","-0.9","","94","","","","","","0","","16.1","","97.78","","","","","","NA"
