"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 00:00","2012","05","01","00:00","9.3","","-1.2","","48","","","","19","","17","","16.1","","95.48","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 01:00","2012","05","01","01:00","9.2","","-0.7","","50","","","","20","","9","","16.1","","95.51","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 02:00","2012","05","01","02:00","8.2","","1.2","","61","","","","17","","11","","16.1","","95.56","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 03:00","2012","05","01","03:00","8.1","","0.5","","59","","","","10","","5","","16.1","","95.61","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 04:00","2012","05","01","04:00","8.2","","0.8","","60","","","","13","","11","","16.1","","95.65","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 05:00","2012","05","01","05:00","8.1","","0.8","","60","","","","14","","13","","16.1","","95.68","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 06:00","2012","05","01","06:00","7.5","","1.1","","64","","","","10","","18","","16.1","","95.74","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 07:00","2012","05","01","07:00","8.2","","1.4","","62","","","","12","","22","","16.1","","95.79","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 08:00","2012","05","01","08:00","9.8","","1.0","","54","","","","14","","15","","16.1","","95.78","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 09:00","2012","05","01","09:00","11.1","","-0.2","","46","","","","17","","18","","16.1","","95.76","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 10:00","2012","05","01","10:00","12.4","","-0.3","","41","","","","19","","18","","16.1","","95.75","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 11:00","2012","05","01","11:00","12.5","","-1.2","","38","","","","18","","17","","16.1","","95.73","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 12:00","2012","05","01","12:00","13.4","","-1.5","","36","","","","17","","21","","16.1","","95.69","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 13:00","2012","05","01","13:00","14.9","","-1.5","","32","","","","23","","24","","16.1","","95.66","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 14:00","2012","05","01","14:00","15.0","","-1.7","","32","","","","","M","24","","16.1","","95.61","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 15:00","2012","05","01","15:00","13.8","","-2.1","","33","","","","17","","15","","16.1","","95.60","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 16:00","2012","05","01","16:00","15.3","","-1.9","","30","","","","19","","9","","16.1","","95.56","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 17:00","2012","05","01","17:00","13.9","","-2.5","","32","","","","21","","22","","16.1","","95.58","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 18:00","2012","05","01","18:00","12.4","","0.4","","43","","","","18","","18","","16.1","","95.61","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 19:00","2012","05","01","19:00","11.9","","-0.5","","42","","","","17","","21","","16.1","","95.64","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 20:00","2012","05","01","20:00","11.1","","-0.6","","44","","","","16","","13","","16.1","","95.73","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 21:00","2012","05","01","21:00","9.2","","-1.4","","47","","","","16","","18","","16.1","","95.77","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 22:00","2012","05","01","22:00","9.0","","-3.0","","43","","","","16","","18","","16.1","","95.79","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-01 23:00","2012","05","01","23:00","8.7","","-1.6","","48","","","","17","","18","","16.1","","95.82","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-02 00:00","2012","05","02","00:00","8.3","","-1.4","","50","","","","16","","15","","16.1","","95.85","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-05-02 01:00","2012","05","02","01:00","7.7","","-0.7","","55","","","","16","","13","","16.1","","95.86","","","","","","NA"
