"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 00:00","2014","02","01","00:00","-15.7","","-17.2","","89","","","","","M","4","","16.1","","97.30","","","","-19","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 01:00","2014","02","01","01:00","-15.6","","-16.9","","90","","","","35","","8","","16.1","","97.31","","","","-21","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 02:00","2014","02","01","02:00","-15.4","","-16.7","","90","","","","2","","5","","16.1","","97.34","","","","-19","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 03:00","2014","02","01","03:00","-17.0","","-18.6","","87","","","","4","","5","","16.1","","97.34","","","","-21","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 04:00","2014","02","01","04:00","-17.2","","-18.5","","90","","","","3","","5","","16.1","","97.34","","","","-21","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 05:00","2014","02","01","05:00","-16.9","","-18.7","","86","","","","36","","4","","16.1","","97.35","","","","-20","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 06:00","2014","02","01","06:00","-17.0","","-18.5","","88","","","","","","0","","16.1","","97.33","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 07:00","2014","02","01","07:00","-18.8","","-20.5","","87","","","","3","","5","","16.1","","97.32","","","","-23","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 08:00","2014","02","01","08:00","-18.1","","-19.8","","87","","","","","","0","","16.1","","97.34","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 09:00","2014","02","01","09:00","-12.9","","-14.4","","89","","","","","M","4","","16.1","","97.35","","","","-16","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 10:00","2014","02","01","10:00","-11.4","","-14.2","","80","","","","","","0","","16.1","","97.33","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 11:00","2014","02","01","11:00","-9.4","","-12.9","","76","","","","","","0","","16.1","","97.29","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 12:00","2014","02","01","12:00","-8.3","","-12.5","","72","","","","","","0","","16.1","","97.24","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 13:00","2014","02","01","13:00","-7.6","","-12.4","","69","","","","","","0","","16.1","","97.17","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 14:00","2014","02","01","14:00","-7.1","","-11.3","","72","","","","35","","4","","16.1","","97.11","","","","-9","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 15:00","2014","02","01","15:00","-6.8","","-11.7","","68","","","","","","0","","16.1","","97.10","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 16:00","2014","02","01","16:00","-6.6","","-12.1","","65","","","","","","0","","16.1","","97.09","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 17:00","2014","02","01","17:00","-6.6","","-11.5","","68","","","","8","","4","","16.1","","97.10","","","","-9","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 18:00","2014","02","01","18:00","-6.8","","-10.9","","73","","","","","","0","","16.1","","97.10","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 19:00","2014","02","01","19:00","-7.1","","-10.6","","76","","","","19","","4","","16.1","","97.09","","","","-9","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 20:00","2014","02","01","20:00","-7.0","","-10.7","","75","","","","17","","4","","16.1","","97.09","","","","-9","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 21:00","2014","02","01","21:00","-7.6","","-9.8","","85","","","","","","0","","16.1","","97.07","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 22:00","2014","02","01","22:00","-7.9","","-10.1","","84","","","","1","","4","","16.1","","97.09","","","","-10","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-01 23:00","2014","02","01","23:00","-7.8","","-9.8","","86","","","","6","","5","","16.1","","97.08","","","","-10","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 00:00","2014","02","02","00:00","-8.0","","-9.9","","86","","","","3","","4","","16.1","","97.09","","","","-10","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 01:00","2014","02","02","01:00","-9.9","","-11.0","","92","","","","1","","5","","16.1","","97.09","","","","-13","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 02:00","2014","02","02","02:00","-13.7","","-14.7","","92","","","","36","","8","","16.1","","97.12","","","","-19","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 03:00","2014","02","02","03:00","-13.9","","-15.0","","92","","","","7","","5","","16.1","","97.10","","","","-17","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 04:00","2014","02","02","04:00","-13.7","","-14.9","","91","","","","","M","4","","16.1","","97.08","","","","-16","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 05:00","2014","02","02","05:00","-12.1","","-13.3","","91","","","","","M","4","","16.1","","97.06","","","","-15","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 06:00","2014","02","02","06:00","-12.5","","-13.7","","91","","","","1","","8","","16.1","","97.04","","","","-17","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 07:00","2014","02","02","07:00","-11.5","","-12.8","","90","","","","2","","5","","16.1","","97.02","","","","-15","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 08:00","2014","02","02","08:00","-9.8","","-11.3","","89","","","","31","","5","","16.1","","97.05","","","","-13","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 09:00","2014","02","02","09:00","-8.6","","-10.7","","85","","","","","","0","","16.1","","97.03","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 10:00","2014","02","02","10:00","-7.4","","-9.6","","84","","","","1","","4","","16.1","","96.99","","","","-9","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 11:00","2014","02","02","11:00","-6.1","","-9.8","","75","","","","1","","5","","16.1","","96.97","","","","-9","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 12:00","2014","02","02","12:00","-5.5","","-10.0","","71","","","","14","","4","","16.1","","96.89","","","","-7","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 13:00","2014","02","02","13:00","-4.5","","-8.3","","75","","","","34","","17","","16.1","","96.81","","","","-10","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 14:00","2014","02","02","14:00","-4.4","","-8.5","","73","","","","35","","18","","16.1","","96.77","","","","-10","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 15:00","2014","02","02","15:00","-4.1","","-9.2","","68","","","","35","","22","","16.1","","96.74","","","","-11","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 16:00","2014","02","02","16:00","-4.4","","-9.1","","70","","","","1","","18","","16.1","","96.74","","","","-10","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 17:00","2014","02","02","17:00","-4.8","","-9.5","","70","","","","2","","11","","16.1","","96.74","","","","-9","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 18:00","2014","02","02","18:00","-4.8","","-9.6","","70","","","","2","","9","","16.1","","96.75","","","","-9","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 19:00","2014","02","02","19:00","-5.1","","-9.3","","72","","","","1","","13","","16.1","","96.74","","","","-10","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 20:00","2014","02","02","20:00","-5.2","","-9.5","","72","","","","35","","13","","16.1","","96.74","","","","-10","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 21:00","2014","02","02","21:00","-5.1","","-9.4","","72","","","","34","","18","","16.1","","96.75","","","","-11","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 22:00","2014","02","02","22:00","-5.3","","-10.2","","69","","","","35","","17","","16.1","","96.78","","","","-11","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-02 23:00","2014","02","02","23:00","-5.7","","-10.1","","71","","","","2","","5","","16.1","","96.80","","","","-8","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-03 00:00","2014","02","03","00:00","-5.7","","-10.4","","70","","","","4","","5","","16.1","","96.83","","","","-8","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-03 01:00","2014","02","03","01:00","-5.4","","-10.6","","67","","","","","","0","","16.1","","96.84","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-03 02:00","2014","02","03","02:00","-6.2","","-10.1","","74","","","","34","","5","","16.1","","96.88","","","","-9","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-03 03:00","2014","02","03","03:00","-5.9","","-10.7","","69","","","","36","","13","","16.1","","96.88","","","","-11","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-03 04:00","2014","02","03","04:00","-5.9","","-10.9","","68","","","","34","","17","","16.1","","96.87","","","","-12","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-03 05:00","2014","02","03","05:00","-6.1","","-11.2","","67","","","","33","","17","","16.1","","96.91","","","","-12","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-03 06:00","2014","02","03","06:00","-6.6","","-12.0","","66","","","","34","","21","","16.1","","96.93","","","","-14","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-03 07:00","2014","02","03","07:00","-6.9","","-12.4","","65","","","","33","","21","","16.1","","96.99","","","","-14","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-03 08:00","2014","02","03","08:00","-7.1","","-12.6","","65","","","","34","","22","","16.1","","97.07","","","","-15","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-03 09:00","2014","02","03","09:00","-7.3","","-12.6","","66","","","","34","","24","","16.1","","97.15","","","","-15","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-03 10:00","2014","02","03","10:00","-7.0","","-13.1","","62","","","","33","","24","","16.1","","97.20","","","","-15","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-03 11:00","2014","02","03","11:00","-7.1","","-13.3","","61","","","","34","","22","","16.1","","97.23","","","","-15","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-03 12:00","2014","02","03","12:00","-6.2","","-12.8","","60","","","","33","","21","","16.1","","97.23","","","","-13","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-03 13:00","2014","02","03","13:00","-6.2","","-13.3","","58","","","","34","","24","","16.1","","97.23","","","","-14","","NA"
"-119.38","49.96","KELOWNA","1123939","2014-02-03 14:00","2014","02","03","14:00","-6.0","","-13.4","","56","","","","34","","24","","16.1","","97.25","","","","-13","","NA"
