"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 00:00","2017","11","01","00:00","4.4","","2.3","","86","","0.0","","","","0","","16.1","","95.29","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 01:00","2017","11","01","01:00","3.8","","2.6","","92","","0.0","","","","0","","16.1","","95.25","","","","","","Rain"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 02:00","2017","11","01","02:00","4.7","","2.6","","86","","0.0","","","","0","","16.1","","95.26","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 03:00","2017","11","01","03:00","5.6","","3.5","","86","","0.0","","3","","8","","16.1","","95.25","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 04:00","2017","11","01","04:00","5.7","","3.3","","84","","0.0","","4","","8","","16.1","","95.23","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 05:00","2017","11","01","05:00","5.2","","3.3","","87","","0.0","","","","0","","16.1","","95.27","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 06:00","2017","11","01","06:00","5.7","","3.2","","84","","0.0","","1","","5","","16.1","","95.29","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 07:00","2017","11","01","07:00","6.9","","3.3","","78","","0.0","","","","0","","16.1","","95.35","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 08:00","2017","11","01","08:00","7.0","","3.4","","78","","0.0","","","","0","","16.1","","95.42","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 09:00","2017","11","01","09:00","7.0","","3.6","","79","","0.0","","","M","4","","16.1","","95.48","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 10:00","2017","11","01","10:00","7.9","","4.1","","77","","0.0","","3","","8","","16.1","","95.51","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 11:00","2017","11","01","11:00","9.1","","3.8","","69","","0.0","","","","0","","16.1","","95.55","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 12:00","2017","11","01","12:00","10.7","","0.8","","50","","0.0","","","M","4","","16.1","","95.55","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 13:00","2017","11","01","13:00","11.1","","-0.5","","45","","0.0","","1","","15","","16.1","","95.53","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 14:00","2017","11","01","14:00","10.5","","-2.0","","41","","0.0","","31","","5","","16.1","","95.59","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 15:00","2017","11","01","15:00","11.1","","-2.7","","38","","0.0","","30","","11","","16.1","","95.58","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 16:00","2017","11","01","16:00","10.1","","-1.7","","44","","0.0","","34","","17","","16.1","","95.62","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 17:00","2017","11","01","17:00","7.8","","-2.0","","50","","0.0","","2","","8","","16.1","","95.66","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 18:00","2017","11","01","18:00","5.9","","-1.0","","61","","0.0","","","M","4","","16.1","","95.64","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 19:00","2017","11","01","19:00","4.1","","-0.4","","73","","0.0","","3","","5","","16.1","","95.65","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 20:00","2017","11","01","20:00","4.9","","-0.9","","66","","0.0","","","M","4","","16.1","","95.63","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 21:00","2017","11","01","21:00","6.2","","1.2","","70","","0.0","","1","","15","","16.1","","95.62","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 22:00","2017","11","01","22:00","6.0","","0.3","","67","","0.0","","3","","13","","16.1","","95.64","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-01 23:00","2017","11","01","23:00","5.9","","1.1","","71","","0.0","","2","","15","","16.1","","95.65","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 00:00","2017","11","02","00:00","5.3","","1.6","","77","","0.0","","34","","32","","16.1","","95.62","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 01:00","2017","11","02","01:00","4.6","","1.8","","82","","0.0","","35","","34","","16.1","","95.58","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 02:00","2017","11","02","02:00","4.2","","1.9","","85","","0.0","","34","","30","","16.1","","95.59","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 03:00","2017","11","02","03:00","3.9","","2.0","","88","","0.0","","34","","22","","16.1","","95.55","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 04:00","2017","11","02","04:00","3.3","","1.8","","90","","0.0","","36","","15","","16.1","","95.51","","","","","","Rain"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 05:00","2017","11","02","05:00","2.7","","1.8","","94","","0.0","","36","","24","","16.1","","95.47","","","","","","Rain"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 06:00","2017","11","02","06:00","2.1","","1.2","","94","","0.0","","36","","21","","16.1","","95.47","","","","","","Rain"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 07:00","2017","11","02","07:00","1.7","","1.1","","96","","0.0","","36","","22","","16.1","","95.48","","","","","","Rain"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 08:00","2017","11","02","08:00","1.5","","0.9","","96","","0.0","","36","","24","","16.1","","95.49","","","","","","Rain"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 09:00","2017","11","02","09:00","1.6","","0.9","","95","","0.0","","36","","24","","16.1","","95.53","","","","","","Rain"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 10:00","2017","11","02","10:00","1.6","","0.9","","95","","0.2","","36","","26","","16.1","","95.59","","","","","","Rain"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 11:00","2017","11","02","11:00","0.5","","0.2","","98","","0.8","","35","","30","","1.6","","95.66","","","","","","Snow"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 12:00","2017","11","02","12:00","0.5","","0.2","","98","","1.0","","35","","34","","3.6","","95.67","","","","","","Snow"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 13:00","2017","11","02","13:00","1.4","","1.0","","97","","0.0","","35","","39","","16.1","","95.67","","","","","","Rain"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 14:00","2017","11","02","14:00","1.2","","0.1","","92","","0.0","","35","","32","","16.1","","95.69","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 15:00","2017","11","02","15:00","0.7","","-0.3","","93","","0.0","","35","","48","","16.1","","95.70","","","","","","Snow"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 16:00","2017","11","02","16:00","0.5","","-0.2","","95","","0.0","","35","","43","","6.4","","95.70","","","","","","Snow"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 17:00","2017","11","02","17:00","0.3","","-0.4","","95","","0.0","","35","","46","","3.2","","95.69","","","","","","Snow"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 18:00","2017","11","02","18:00","0.3","","-0.7","","93","","0.0","","35","","54","","6.4","","95.60","","","","","","Snow"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 19:00","2017","11","02","19:00","0.3","","-0.9","","92","","0.0","","34","","55","","6.4","","95.65","","","","","","Rain,Fog"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 20:00","2017","11","02","20:00","-0.3","","-1.0","","95","","0.2","","35","","45","","2.0","","95.74","","","","-8","","Snow"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 21:00","2017","11","02","21:00","-0.9","","-1.6","","95","","0.0","","35","","32","","1.6","","95.87","","","","-8","","Snow"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 22:00","2017","11","02","22:00","-1.4","","-2.7","","91","","0.0","","32","","22","","3.6","","95.98","","","","-7","","Snow"
"-119.38","49.96","KELOWNA","1123939","2017-11-02 23:00","2017","11","02","23:00","-2.1","","-2.8","","95","","0.2","","34","","26","","1.6","","96.07","","","","-9","","Snow"
"-119.38","49.96","KELOWNA","1123939","2017-11-03 00:00","2017","11","03","00:00","-2.4","","-3.1","","95","","0.2","","34","","22","","2.0","","96.18","","","","-9","","Snow"
"-119.38","49.96","KELOWNA","1123939","2017-11-03 01:00","2017","11","03","01:00","-2.8","","-4.1","","91","","0.0","","35","","18","","14.5","","96.26","","","","-8","","Snow"
"-119.38","49.96","KELOWNA","1123939","2017-11-03 02:00","2017","11","03","02:00","-3.2","","-4.8","","89","","0.2","","34","","26","","14.5","","96.32","","","","-10","","Snow"
"-119.38","49.96","KELOWNA","1123939","2017-11-03 03:00","2017","11","03","03:00","-3.5","","-6.1","","82","","0.0","","35","","22","","16.1","","96.38","","","","-10","","Snow"
"-119.38","49.96","KELOWNA","1123939","2017-11-03 04:00","2017","11","03","04:00","-3.7","","-7.4","","76","","0.0","","35","","15","","16.1","","96.42","","","","-9","","Snow"
"-119.38","49.96","KELOWNA","1123939","2017-11-03 05:00","2017","11","03","05:00","-4.1","","-7.7","","76","","0.0","","35","","28","","16.1","","96.49","","","","-12","","NA"
