"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 00:00","2012","12","01","00:00","4.6","","4.0","","96","","","","35","","13","","16.1","","94.80","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 01:00","2012","12","01","01:00","4.4","","3.8","","96","","","","3","","5","","16.1","","94.73","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 02:00","2012","12","01","02:00","4.4","","3.7","","95","","","","36","","11","","16.1","","94.68","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 03:00","2012","12","01","03:00","4.2","","3.4","","94","","","","34","","8","","16.1","","94.62","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 04:00","2012","12","01","04:00","4.3","","3.4","","94","","","","31","","5","","16.1","","94.54","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 05:00","2012","12","01","05:00","5.0","","3.7","","91","","","","33","","13","","16.1","","94.48","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 06:00","2012","12","01","06:00","5.9","","3.8","","87","","","","","","0","","16.1","","94.47","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 07:00","2012","12","01","07:00","5.0","","3.8","","92","","","","36","","11","","16.1","","94.47","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 08:00","2012","12","01","08:00","4.8","","3.9","","94","","","","","M","4","","16.1","","94.55","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 09:00","2012","12","01","09:00","5.5","","4.3","","92","","","","","M","4","","16.1","","94.65","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 10:00","2012","12","01","10:00","9.4","","4.7","","72","","","","8","","8","","16.1","","94.73","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 11:00","2012","12","01","11:00","10.1","","3.6","","64","","","","13","","5","","16.1","","94.82","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 12:00","2012","12","01","12:00","10.4","","3.7","","63","","","","15","","9","","16.1","","94.87","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 13:00","2012","12","01","13:00","10.6","","3.0","","59","","","","","M","4","","16.1","","94.91","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 14:00","2012","12","01","14:00","11.1","","-1.0","","43","","","","20","","18","","16.1","","94.91","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 15:00","2012","12","01","15:00","9.1","","2.1","","61","","","","18","","15","","16.1","","94.92","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 16:00","2012","12","01","16:00","10.1","","1.5","","55","","","","22","","17","","16.1","","94.94","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 17:00","2012","12","01","17:00","9.8","","0.2","","51","","","","17","","24","","16.1","","94.96","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 18:00","2012","12","01","18:00","9.9","","-0.8","","47","","","","16","","26","","16.1","","94.95","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 19:00","2012","12","01","19:00","9.5","","-0.7","","49","","","","18","","35","","16.1","","94.90","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 20:00","2012","12","01","20:00","9.7","","-0.7","","48","","","","17","","22","","16.1","","94.89","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 21:00","2012","12","01","21:00","9.3","","-0.5","","50","","","","18","","9","","16.1","","94.88","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 22:00","2012","12","01","22:00","8.5","","-0.1","","55","","","","17","","15","","16.1","","94.79","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-01 23:00","2012","12","01","23:00","8.7","","-0.6","","52","","","","17","","35","","16.1","","94.79","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-02 00:00","2012","12","02","00:00","8.8","","-0.6","","52","","","","15","","30","","16.1","","94.68","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-02 01:00","2012","12","02","01:00","8.0","","-0.3","","56","","","","14","","9","","16.1","","94.53","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-02 02:00","2012","12","02","02:00","8.4","","-0.6","","53","","","","15","","22","","16.1","","94.36","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-02 03:00","2012","12","02","03:00","8.2","","0.2","","57","","","","18","","22","","16.1","","94.22","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-02 04:00","2012","12","02","04:00","7.6","","0.6","","61","","","","20","","18","","16.1","","94.09","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-02 05:00","2012","12","02","05:00","5.6","","2.1","","78","","","","21","","9","","16.1","","94.03","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-02 06:00","2012","12","02","06:00","5.4","","2.2","","80","","","","17","","8","","16.1","","93.96","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-02 07:00","2012","12","02","07:00","5.0","","3.0","","87","","","","","M","4","","16.1","","93.93","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-02 08:00","2012","12","02","08:00","4.4","","3.2","","92","","","","20","","5","","16.1","","93.92","","","","","","NA"
"-119.38","49.96","KELOWNA","1123939","2012-12-02 09:00","2012","12","02","09:00","4.7","","3.7","","93","","","","17","","4","","16.1","","93.92","","","","","","NA"
